,files,tp_cost,tp_fields,tp_list,tp_name,tp_name_check,tp_no_centres,tp_states,tp_trainees
112,SPPSCT.pdf,1.68Crore,"Electronics and IT Hardware, Manufacturing,Auto and Auto components","1Shree Prahladdas Pasari Smruti Charity TrustProposingOrganizationShreePrahladdasPasariSmrutiCharity TrustImplementingAgencyShreePrahladdasPasariSmrutiCharity TrustNo. of Trainees in 10 years 72,072  in 10 yearsNo. of Centres2 Location(s)IndoreSectors TargetedElectronics and IT Hardware, Manufacturing,Auto and Auto componentsProject Cost Rs1.68CroreRevenue ModelTraining feefrom studentsSourcingof traineesConducting basic classes for each training programs and after class session, screening test will be there. If a student performs satisfactorily he/she will continue training programProposal Summary",Shree Prahladdas Pasari Smruti Charity Trust,ShreePrahladdasPasariSmrutiCharity TrustImplementingAgencyShreePrahladdasPasariSmrutiCharity Trust,2,Indore,"72,072"
113,SSEPL Skills Development Project.pdf,11.80Crores( NSDC funding8crores),,"6SSEPL Skills Development ProjectProposingOrganizationSSEPLSkills Development ProjectImplementingAgencySSEPLSkills Development ProjectNo. of Trainees in 10 years1,46,880No. of Centres18centersLocation(s)Bhubaneshwar,Jagatsinghpur,Balasore,Kendujhar, Rourkela,Jeopore,Angul,BalangirSectors TargetedTourism& Hospitality Services, Organized Retail, Building &Construction, Electronics & IT Hardware, Food Processing,Engineering, Auto & Auto Components, Healthcare, Textiles/ClothingProject CostRs. 11.80Crores( NSDC funding8crores)SourcingModelThePisto keep in touch with headmasters of schools in rural areas.Sarpanchof villages and block levelpanchayatrepresentatives intheir areas to have access to students data and communities tomobilize student.SSEPL plans to provide advertisement and conduct publicity forcreating awareness of the project.MoUswith banks & MFIs will also be signed to facilitate loan facilitiesfor students.SSEPL plans to involve local NGOs for mobilizing students from ruraland remote areas to apply and enroll fortraining programs.Proposal Summary",SSEPL Skills Development Project,SSEPLSkills Development ProjectImplementingAgencySSEPLSkills Development Project,18,"Bhubaneshwar,Jagatsinghpur,Balasore,Kendujhar, Rourkela,Jeopore,Angul,Balangir","1,46,880"
114,SUN-Skills-NSDC-Proposal.pdf,6.40Crore,Education/ Skill Development,"1Skilling Agents of Change in Education SectorProposingOrganizationSun SkillsTraining & Research Pvt. LtdImplementingAgencySun SkillsTraining & Research Pvt. LtdNo. of Trainees in 10 years 1,06,100  in 10 yearsNo. of Centres1Centre of Excellence, 2 Regional Centers and 13 Learning Centers Location(s)PAN IndiaSectors TargetedEducation/ Skill DevelopmentProject Cost Rs. 6.40CroreRevenue ModelTrainingfee to be charged to the candidates is the only source of revenueSourcing ModelConduct Sun Skills Teacher Aptitude TestApproach schools directly or through school associations and sign MoUsfor training their teachers to improve quality of teachingAdvertise for upskilling of teachers for career advancement of teachersApproach degree and junior colleges to reach out to students seeking part time employmentAdvertise through broadcasting media to reach out to educated home makers and working professional seeking an alternative careerTutor Aptitude Test will be conducted by Sun Skills to screen the candidatesProposal Summary",Skilling Agents of Change in Education Sector,Sun SkillsTraining & Research Pvt. LtdImplementingAgencySun SkillsTraining & Research Pvt. Ltd,"1Centre of Excellence, 2 Regional  and 13 Learning",PAN India,"1,06,100"
115,SV-EduSports-Private-Limited.pdf,"1,12,00,000","Training Program, Platform Sale","1            SV EduSports Private Limited Proposing Organization SV EduSports Private Limited Implementing Agency SV EduSports Private Limited No. of Trainees in 10 years  50,540 No. of Centres 2314 centers Location(s) Bangalore, NCR, Chennai, Coimbatore, Hyderabad, Indore & Chandigarh Sectors Targeted Training Program, Platform Sale Project Cost  Rs. 1,12,00,000    Sourcing Model Edusports would promote its EACE (Edusports Academy for Coaching Excellence) certification to govemment and private school leaders through its Sales and Marketing process. All existing PE teachers and sports instructors would quality for the EACE program. Edusports has not accounted for any expenditure on infrastructure and plans to utilize the existing classrooms and playgrounds/ open space at schools where the training is to be provided. The monitoring/ tracking of trainee's performance post-training would be done through a technology platform.  Proposal Summary ",SV EduSports Private Limited,SV EduSports Private Limited Implementing Agency SV EduSports Private Limited,2314,"Bangalore, NCR, Chennai, Coimbatore, Hyderabad, Indore & Chandigarh","50,540"
116,SWACA.pdf,21.01 Crores,"Construction, Security, Automotive, Agriculture, Manufacturing/Infra, Unorganised Sectors.","1        SWACA Proposing Organization Social Action for Welfare & Cultural Advancement Society Implementing Agency Social Action for Welfare & Cultural Advancement Society No. of Trainees in 10 years  2.10 lakh No. of Centres 51 training centres  Location(s) 27 districts, Uttar Pradesh Sectors Targeted Construction, Security, Automotive, Agriculture, Manufacturing/Infra, Unorganised Sectors. Project Cost  Rs. 21.01 Crores Sourcing Model Rozgar Melas Advertisings Tie-ups with educational institutions  Proposal Summary ",SWACA,Social Action for Welfare & Cultural Advancement Society Implementing Agency Social Action for Welfare & Cultural Advancement Society,51 training,"27 districts, Uttar Pradesh",2.10 lakh
117,Safeducate.pdf,5 Crore,"Transportation,Logistics, Warehousing and Packaging sector","1Safeducate Learning Pvt LtdProposingOrganizationSafeducateLearning Pvt LtdImplementingAgencySafeducateLearning Pvt LtdNo. of Trainees in 10 years 50,092  in 10 yearsNo. of Centres20 centers(including 2 self-owned centers)Location(s)PAN IndiaSectors TargetedTransportation,Logistics, Warehousing and Packaging sectorProject Cost Rs. 5 CroreRevenue Model-Tuition fee  collected from students-Placement feeSourcing of TraineesTarget Segment: Unemployed youth, graduates, under graduates, school dropouts.Geographies: Regional catchment areas around the training center for sourcingChannelsInternal Marketing Team: To organize road shows, distribute pamphlets, advertisement near institutes, village level campaign, social media campaignLocal NGO: To coordinate local meetings and assist Safeducateteam in sourcing activities at village levelProposal Summary",Safeducate Learning Pvt Ltd,SafeducateLearning Pvt LtdImplementingAgencySafeducateLearning Pvt Ltd,20 (including 2 self-owned ),PAN India,"50,092"
118,Sahayog-Micromanagement.pdf,"7,80,00,000","Agriculture & Allied Activities, BFSI","1                  Sahayog Micromanagement  Proposing Organization Sahayog Micromanagement Implementing Agency Sahayog Micromanagement No. of Trainees in 10 years  76,708 No. of Centres 2 centers Location(s) Harda, Khandwa, Hoshangabad, Dewas, Sehore Sectors Targeted Agriculture & Allied Activities, BFSI Project Cost  Rs 7,80,00,000 Sourcing Model Farmers constitute 96.6% of total trainees. The process for farmers is as follows: Mobilization of the farmers who are engaged in dairy or are seriously interested in dairy farming Registration of the interested farmers is the next step in the program Group Formation -  These group are formed at village level by the mobilizer in consultation with the training head in order to organize them in groups which will be imparted the skill training. Trainees for programs in dairy support including Paravet/DPTO (Dairy Promotion and Trainees Officer) are selected from local area of operations with history of dairy farming at home. For PMC operators the basic literacy skill and his behavioral ability is tested  Proposal Summary ",Sahayog Micromanagement,Sahayog Micromanagement Implementing Agency Sahayog Micromanagement,2,"Harda, Khandwa, Hoshangabad, Dewas, Sehore","76,708"
119,Samta Khadi Gramodyog Sansthan (Samta).pdf,183.97lakhs ( NSDC funding 137.98 lakhs),"Healthcare,Capital Goods","5SamtaKhadiGramodyogSansthan(Samta)ProposingOrganizationSamtaKhadiGramodyogSansthan(Samta)ImplementingAgencyPower2 Empower Skills Pvt. Ltd.No. of Trainees in 10 years53,000No. of Centres14 centersLocation(s)Etawah, Manipuri,Auraiya, Firozabad, KanpurDehat, Agra,FarrukhabadSectors TargetedHealthcare,Capital GoodsProject Cost183.97lakhs ( NSDC funding 137.98 lakhs)SourcingModelThe company proposes to mobilize trainees by creating awarenessabout training invilllages, through village heads (Mukhia/Pradhan).In addition, existinginfratstructureand network ofSammratPrithvirajChauhanCollege would also be leveraged for mobilizationof trainees. The Company proposes to designate a COO/GMBusineesDevelopment as well as executives who would beresponsible for sourcing of students.Proposal Summary",SamtaKhadiGramodyogSansthan(Samta),SamtaKhadiGramodyogSansthan(Samta)ImplementingAgencyPower2 Empower Skills Pvt. Ltd.,14,"Etawah, Manipuri,Auraiya, Firozabad, KanpurDehat, Agra,Farrukhabad","53,000"
120,Sanskrit-Institutions.pdf,11.89 Cr.,"Auto & Auto Components, Electronics & IT Hardware, Organized retail,","1                 Sanskrit Institutions Proposing Organization Sanskrit Institutions Implementing Agency Sanskrit Institutions No. of Trainees in 10 years  1,17,015 No. of Centres 11 centers Location(s) Mathura (Pilot), Delhi, Faridabad, Gurgaon, Agra, Luck now,  Delhi, Sonipet, Patna, Alwar,  Karnal,  Sectors Targeted Auto & Auto Components, Electronics & IT Hardware, Organized retail, Project Cost  Rs 11.89 Cr. Sourcing Model Applicant has proposed a student mobilization strategy with a focus on: Marketing strategies to be employed, including informatials on platform tickets, Electricity Bills, Bus Hoardings Contact points at village and tehsil level Driving prospect of employment more than the goodies and subsidies  Job Fairs Mobile Camps Strong Placement partnership with the industry     Creating and promoting a job Portal Employment Newsletter Employment exchange Schools and College   Proposal Summary ",Sanskrit Institutions,Sanskrit Institutions Implementing Agency Sanskrit Institutions,11,"Mathura (Pilot), Delhi, Faridabad, Gurgaon, Agra, Luck now,  Delhi, Sonipet, Patna, Alwar,  Karnal,","1,17,015"
121,SasaKawa India Leprosy Foundation.pdf,,,,SasaKawa India Leprosy Foundation.pdf,,,,
122,ShriMahila SEWA Sahkari Bank Ltd.pdf,66.22crore,"Construction, informal sector, agriculture & allied, food processing, textile & apparel and others (salt farming,paper product manufacturing etc.)","1ShriMahilaSEWA  SahkariBank LimitedProposingOrganizationShriMahilaSEWA SahkariBank LimitedImplementingAgencyShriMahilaSEWA SahkariBank LimitedNo. of Trainees in 10 years 1,36,313  in 10 yearsNo. of Centres20 fixed centersLocation(s)GujaratSectors TargetedConstruction, informal sector, agriculture & allied, food processing, textile & apparel and others (salt farming,paper product manufacturing etc.)Project Cost Rs. 66.22croreSourcingModelSourcingwillbedonethroughmembershipofvariousSEWAorganizations.ThemembersofSEWAarepoorinformaleconomywomenworkers.TheyjoinSEWAprimarilytoenhancetheirincomethroughskillstraining,businessdevelopment,policyadvocacy,accesstofinance,insuranceetc.TheentrypointSEWATMsactivitiesaretheareameetingsthataredoneineachresidentialareaorworksiteRevenue ModelTraining feeMembership feeInterest on loanProcessing feeProposal Summary",ShriMahilaSEWA  SahkariBank Limited,ShriMahilaSEWA SahkariBank LimitedImplementingAgencyShriMahilaSEWA SahkariBank Limited,20 fixed,Gujarat,"1,36,313"
123,Skill Pro.pdf,24.4 crores,"Auto/Auto Component, IT/ITES, Construction, Capital Goods, Retail, Hospitality, BFSI, Healthcare, Textile, Agriculture","1 Skill Pro Proposing Organization Focus Skill Pro Pvt. Ltd. Implementing Agency Focus Skill Pro Pvt. Ltd. No. of Trainees in 10 years  500,963  in 10 years No. of Centres 233 centers (177 new and 56 existing centers) Location(s) PAN India Sectors Targeted Auto/Auto Component, IT/ITES, Construction, Capital Goods, Retail, Hospitality, BFSI, Healthcare, Textile, Agriculture Project Cost  Rs. 24.4 crores Revenue Model Grants from state government agencies such as Employment Generation & Marketing Mission (EGMM), Gujarat Urban Development Mission (GUDM) etc. for conducting skill training programs Projects in partnership with non-government bodies such as CII, which receive projects and funds from  corporates as part of CSR. Employee Up-skilling: Candidates from corporates will be trained and the fee will be paid either by the employer or employee Retail -  Student paid model  The company is targeting 33% and 37% of total revenue from non-government sources in Year 1 and Year 2 respectively. Revenue from non-government sources is expected to reach 80% of the total revenue by Year 10 Proposal Summary ",Skill Pro,Focus Skill Pro Pvt. Ltd. Implementing Agency Focus Skill Pro Pvt. Ltd.,233  (177 new and 56 existing ),PAN India,"5,00,963"
124,Skill-Tree-Consulting(P)Limited.pdf,"15,00,00,000","Healthcare ,IT, BFSI, Electronics, Telco, Railway Tech","1        Skill Tree Consulting (P) Limited Proposing Organization Skill Tree Consulting (P) Limited Implementing Agency Skill Tree Consulting (P) Limited No. of Trainees in 10 years  3,47,354 No. of Centres 20 centers Location(s) Agra, Ghaziabad, Muzaffarnagar Sectors Targeted Healthcare ,IT, BFSI, Electronics, Telco, Railway Tech Project Cost  Rs. 15,00,00,000 Sourcing Model Students will be identified with the assistance of opinion makers (school teachers, panchayathead, health service providers, etc.) Further, road shows, advertisements, and orientation lectures would be conducted to create awareness of courses offered by Skill Tree and employment opportunities in the healthcare sector Skill Tree proposes to have 22 junior teachers and 5-6 senior teachers at each training center. For junior trainers, eligibility criteria will include appropriate industry qualification (e.g., GNM, DMLT, MLT, BMLT,DPT,BOT,etc.)  Proposal Summary ",Skill Tree Consulting (P) Limited,Skill Tree Consulting (P) Limited Implementing Agency Skill Tree Consulting (P) Limited,20,"Agra, Ghaziabad, Muzaffarnagar","3,47,354"
125,Skills-Academy-Private-Limited.pdf,"5,62,00,000","Retail, Hospitality, Security, Auto, Textiles, Construction, Healthcare, Telecom, Capital Goods & Electronics","1            Skills Academy Private Limited Proposing Organization Skills Academy Private Limited Implementing Agency Skills Academy Private Limited No. of Trainees in 10 years  4,52,000    No. of Centres 452 centers Location(s) N A  Sectors Targeted Retail, Hospitality, Security, Auto, Textiles, Construction, Healthcare, Telecom, Capital Goods & Electronics  Project Cost  Rs. 5,62,00,000 Revenue Model Revenue from execution of state govemment projects Revenue from CSR project (Corporates) Revenue from free collected from students  Proposal Summary ",Skills Academy Private Limited,Skills Academy Private Limited Implementing Agency Skills Academy Private Limited,452,N A,"4,52,000"
126,Skills-Root-Edutech-Consulting.pdf,,,,Skills-Root-Edutech-Consulting.pdf,,,,
127,Society-for-Child-Development(SFCD).pdf,"49,00,000",Handlooms and Handicrafts ( Informal Sectory),"1      Society for Child Development (SFCD) Proposing Organization Society for Child Development (SFCD) Implementing Agency Society for Child Development (SFCD) No. of Trainees in 10 years  26,000 No. of Centres 4 centers Location(s)  Uttar Pradesh, Varanasi, Luck now, Bihar Sectors Targeted Handlooms and Handicrafts ( Informal Sectory) Project Cost  Rs. 49,00,000 Sourcing Model SFCD will rely on the network of associate NGOs for courcing of students, In addition, SFCD has accounted for advertising and brand building expenses aimed at creating awareness about the training and livelihood program as well as the products begging produced Currently SFCD has 6 trainers on its rolls. They will be the master trainers for the program during scale up. For subsequent batches, SFCD will identify trainers at the associate NGOs to deliver the day-to-day training No minimum qualification for trainers, However, given the target trainee segment, prior  experience of working with persons with disabilities would be preferred. Proposal Summary ",Society for Child Development (SFCD),Society for Child Development (SFCD) Implementing Agency Society for Child Development (SFCD),4,"Uttar Pradesh, Varanasi, Luck now, Bihar","26,000"
128,Sofcon.pdf,5.97 Crore,Electronics & IT Hardware,"1 Sofcon India Pvt. Ltd. Proposing Organization Sofcon India Pvt. Ltd. Implementing Agency Sofcon India Pvt. Ltd. No. of Trainees in 10 years  93,621  in 10 years No. of Centres 20 centers (10 exisitng and 10 new centers) Location(s) PAN India Sectors Targeted Electronics & IT Hardware Project Cost  Rs 5.97 Crore Revenue Model Tuition Fee collected from student would be the primary source of revenue for the organization. Tuition Fee structure has been for proposed courses is given below:       Proposal Summary Course Duration Training fee Designer Courses  3 months Rs. 25,000/- Operator/Technician Courses 2 months Rs. 16,000/- ",Sofcon India Pvt. Ltd.,Sofcon India Pvt. Ltd. Implementing Agency Sofcon India Pvt. Ltd.,20  (10 exisitng and 10 new ),PAN India,"93,621"
129,SonaYukti.pdf,,,,SonaYukti.pdf,,,,
130,Speakwell-Skills-Academy-Private-Limited.pdf,,"Retail, Pharmaceuticals, Telecom","1     Speakwell Skills Academy Private Limited Proposing Organization Speakwell Skills Academy Private Limited Implementing Agency Speakwell Skills Academy Private Limited No. of Trainees in 10 years  2,55,801 No. of Centres 72 centers Location(s)  Mumbai, Pune, Bangalore, Delhi & Gujarat Sourcing Model At  any point in time, Speak well has close to 5000 students within its network of centers. Speak well would promote these career programs amongst the Speak well  (ELT) students and offer them an upgrade price to join the vocational Skills training program. To those who enquire for the Spoken English course, Speak well would offer the vocational courses at a bundles price. Speak well has already trained close to 1,50,000 students in English and Personality Development. Speak well would give an attractive offer to the past students to enroll for the skill development programs. Speak well already has a tie-up with more than 50 college where Speak well has an engagement with them either for a Spoken English or personality development program.  Proposal Summary Sectors Targeted Retail, Pharmaceuticals, Telecom Project Cost  Rs. 7.5 Crore ",Speakwell Skills Academy Private Limited,Speakwell Skills Academy Private Limited Implementing Agency Speakwell Skills Academy Private Limited,72,"Mumbai, Pune, Bangalore, Delhi & Gujarat Sourcing Model At  any point in time, Speak well has close to 5000 students within its network of centers. Speak well would promote these career programs amongst the Speak well  (ELT) students and offer them an upgrade price to join the vocational Skills training program. To those who enquire for the Spoken English course, Speak well would offer the vocational courses at a bundles price. Speak well has already trained close to 1,50,000 students in English and Personality Development. Speak well would give an attractive offer to the past students to enroll for the skill development programs. Speak well already has a tie-up with more than 50 college where Speak well has an engagement with them either for a Spoken English or personality development program.  Proposal Summary","2,55,801"
131,Sunrise Computer Systems Pvt. Ltd..pdf,2 Crores,,"1 Sunrise Computer Systems Pvt. Ltd. Proposing Organization Sunrise Computer Systems Pvt. Ltd. Implementing Agency Sunrise Computer Systems Pvt. Ltd. Objective of the Project National capacity building exercise to train low literacy youth for developing skill set by making the process system dependent instead of faculty, resulting in higher level of efficiency which leads to employment and make significant impact on skilled manpower requirements Location(s) Pan India (The implementation will start from Maharashtra region, with head office in Pune and then expand nationwide) Sectors Targeted Automobile, Building & Construction (However the platform is generic in nature and may support various sectors through digital content integration) Project Cost  Rs 2 Crores Revenue Model MARS will be sold with bundled content to Educational/Training Institutes and Corporate clients Operating Model MARS is a generalized platform and supports various sectors depending on digital content integration. Integration of digital content into the platform requires about 10-12 days. It can be used across sectors. Activity Involved in implementing MARS:  MARS Platform : Change look and feel for the platform as per client requirement Digital Content: Develop AV-Book for deployment in MARS.  Approximately one hour of digital content can be integrated within 3 days in MARS Proposal Summary ",Sunrise Computer Systems Pvt. Ltd.,Sunrise Com,,"Pan India (The implementation will start from Maharashtra region, with head office in Pune and then expand nationwide)",
132,Suraj_Narayan_Uchh_Takniki_Shikshan_Sansthan.pdf,2.58Crore,"Apparel,  Constructionand Retail.","6SurajNarayanUchhTaknikiShikshanSansthanProposingOrganizationProposal SummaryProposingOrganizationSurajNarayanUchhTaknikiShikshanSansthanImplementingAgencySurajNarayanUchhTaknikiShikshanSansthan(Through SBU)No. of Trainees in 10 years56,308No. of Centres10 CentresLocation(s)RajasthanSectors TargetedApparel,  Constructionand Retail.Project Cost (Total)Rs. 2.58CroreSourcingModelThe Proposal owners has identified  the following ways to sourcetrainees.SeminarsWorkshopsNewspaper AdvertisementsPanchayats",SurajNarayanUchhTaknikiShikshanSansthan,Access Livelihoods Consulting India Private LimitedImplementingAgencyAccess Livelihoods Consulting India Private Limited,10,Rajasthan,"56,308"
133,Surgeforth Technologies Pvt Ltd.pdf,3.33CroresTarget locationPan India,,"1SurgeforthTechnologies Pvt LtdProposingOrganizationSurgeforthTechnologies Pvt LtdImplementingAgencySurgeforthTechnologies Pvt LtdObjective of the ProjectTo directly enable students acrossdisciplines to get effectively employed, by running an ecosystem rooted in a series of intelligent hiring events -FLAG.No. of students using the platform15.75 lakhsNo. of FLAG events1889No. of employers13,500Sectors TargetedAutomotive and Manufacturing to start off.More sectors will be added based on market demandTarget SegmentColleges, students looking for employment, employers and training providersProject Cost Rs. 3.33CroresTarget locationPan IndiaRevenueModelIncome from training institutes on a per student basis enrolled on the platformIncome from employers on a per FLAG event basisIncome from training/content providers based on an annual member feeProposal Summary",SurgeforthTechnologies Pvt Ltd,"SurgeforthTechnologies Pvt LtdImplementingAgencySurgeforthTechnologies Pvt LtdObjective of the ProjectTo directly enable students acrossdisciplines to get effectively employed, by running an ecosystem rooted in a series of intelligent hiring events -FLAG.",,,
134,Syadwad-Jain-Educational-Social-Trust.pdf,"6,38,00,000",Healthcare,"1    Syadwad Jain Educational & Social Trust Proposing Organization Syadwad Jain Educational & Social Trust Implementing Agency Syadwad Jain Educational & Social Trust No. of Trainees in 10 years  64,768 No. of Centres 5 centers Location(s) Baghpat, Uttar Pradesh, Meerut, Ghaziabad, Delhi, Noida, Sectors Targeted Healthcare Project Cost  Rs. 6,38,00,000 Sourcing Model Applicant would target class XII pass outs as the primary segment List of sourcing activities considered by the applicant includes: Direct Marketing Channels such as local dailies, hoardings, pamphlets, radio, etc. Targeting the surrounding CTIs where the BD teams of the applicant will advertise and generate data for pass-outs and dropouts, Targeting all the surrounding higher secondary schools and using BD teams to generate data of pass-outs and dropouts which will then be contacted directly through SMS, post roadshows etc.  Proposal Summary ",Syadwad Jain Educational & Social Trust,Syadwad Jain Educational & Social Trust Implementing Agency Syadwad Jain Educational & Social Trust,5,"Baghpat, Uttar Pradesh, Meerut, Ghaziabad, Delhi, Noida,","64,768"
135,TCI_Institute_of_Logistics.pdf,55 Lacs,,"1B2B & B2C SegmentTCIInstituteofLogisticsProposalSummaryProposingOrganizationTCIInstituteofLogisticsImplementingAgencyTCIInstituteofLogisticsNo.ofTraineesin10years74,700No.ofCentres20centersLocation(s)Delhi-NCR, Lucknow,Chandigarh,Jaipur,Kolkata,Mandi,Jalandhar,Gorakhpur,Meerut,Patna,Ranchi,Bhopal,Hyderabad,Surat,Jodhpur,Allahabad,Ludhiana,Srinagar,Kanpur,PuneSectorsTargetedProjectCost(Total)Rs.55 LacsSourcingModel.TCIILwouldhireacentralresource-NationalcoordinatorwhowillbeinvolvedinmarketingandsellingofB2BcoursesamongdifferentlogisticsplayeraswellasplacementofB2C.TCIILwouldalsoleverageonTCIsindustryrelationshipwithlogisticssectorskillcouncil..TCIILplanstoundertakepromotionalactivities,CIIexhibitions,skillmealstoreachtargetaudience,,Logisticindustryconclaveetc..TCIILalsohasMOUsignedwithTCIforconductingupskillingtrainingforthematrs.7,500/-",B2B & B2C SegmentTCIInstituteofLogisticsProposalSummary,TCIInstituteofLogisticsImplementingAgencyTCIInstituteofLogistics,20,"Delhi-NCR, Lucknow,Chandigarh,Jaipur,Kolkata,Mandi,Jalandhar,Gorakhpur,Meerut,Patna,Ranchi,Bhopal,Hyderabad,Surat,Jodhpur,Allahabad,Ludhiana,Srinagar,Kanpur,Pune","74,700"
136,TUV-Rheinland-NIFE-Academy-Private-Limited.pdf,N A,"Building and Construction, Telecommunication, Organized Retail","1 TUV Rheinland NIFE Academy Private Limited Proposing Organization TUV Rheinland NIFE Academy Private Limited Implementing Agency TUV Rheinland NIFE Academy Private Limited No. of Trainees in 10 years  59,697 No. of Centres 132 centers Location(s) N A Sectors Targeted Building and Construction, Telecommunication, Organized Retail Project Cost  N A Revenue  Model Revenue Based On Training fees      Project Specific Conditions As on data the paid up share capital of TUV Rheinland NIFE Academy Private Limited (TUV NIFE) is INR 5 Core and thus as per provisions of the Companies Act, 2013, TUV NIFE is required to appoint a Company Secretary with immediate effect before agreement signing with NSDC. Reporting to NDSC should be as per tenets of the Monitoring policy and system. Affiliation approval will be reviewed on yearly basis on the basis of their performance. Proposal Summary ",TUV Rheinland NIFE Academy Private Limited,TUV Rheinland NIFE Academy Private Limited Implementing Agency TUV Rheinland NIFE Academy Private Limited,132,N A,"59,697"
137,TalentSprint Teachers Choice.pdf,13.30Crore,Education& Skill Development,"1Talent Sprint Teachers ChoiceProposingOrganizationTalentSprintPrivate LimitedImplementingAgencyTalentSprintPrivate LimitedNo. of Trainees in 10 years 1,11,846  in 10 yearsNo. of Centres50 centresLocation(s)PAN IndiaSectors TargetedEducation& Skill DevelopmentProject Cost Rs. 13.30CroreRevenue ModelTraining fee from Primary and Secondary school teachersPlacements30%placements in Government schools20% placements in Private schools20% trainees at Private tutorsSourcing ModelTrainees will be sourced through its network of centers, affiliated colleges and schools, educational institutes, online job database, alumni network, social media, online search engine and other sources.Proposal Summary",Talent Sprint Teachers Choice,TalentSprintPrivate LimitedImplementingAgencyTalentSprintPrivate Limited,50,PAN India,"1,11,846"
138,Unifiers-Social-Ventures-Private-Limited.pdf,"5,10,00,000","Automobile and Auto Components, Healthcare, Organized Retail, Education and Skill Development Services, Unorganized Sector,","1      Unifiers Social Ventures Private Limited Proposing Organization Unifiers Social Ventures Private Limited Implementing Agency Unifiers Social Ventures Private Limited No. of Trainees in 10 years  1,51,050 No. of Centres 18 centers Location(s) Bhiwadi, Dehradun, Haridwar, Barabanki, Gonda, Delhi-NCR, Chandigarh, Tri City, Bhopal, Indore Sectors Targeted Automobile and Auto Components, Healthcare, Organized Retail, Education and Skill Development Services, Unorganized Sector, Project Cost  Rs. 5,10,00,000 Sourcing Model The proposal targets following trainees segments: Automobile/Auto Components: 10th pass/12th pass/ITI pass/Diploma/graduates/Engineers Healthcare Services: 5th pass/ 8th pass/12th pass Organised Retail: 10th pass/ 12th pass/Graduates/MBAs Education and Skill Development Services: 12th pass/ Graduates/ Post Gradates /MBAs Unorganized Sector:5th pass to graduates Proposal Summary ",Unifiers Social Ventures Private Limited,Unifiers Social Ventures Private Limited Implementing Agency Unifiers Social Ventures Private Limited,18,"Bhiwadi, Dehradun, Haridwar, Barabanki, Gonda, Delhi-NCR, Chandigarh, Tri City, Bhopal, Indore","1,51,050"
139,VAG-Info-Tech-Private-Limited.pdf,"3,61,00,000","Education and Skill Development Services Sector,(Nursery/Pre-primary and primary school teacher training ) for skilling trainees.","1    VAG InfoTech Private Limited Proposing Organization VAG InfoTech Private Limited Implementing Agency VAG InfoTech Private Limited No. of Trainees in 10 years  165,321 No. of Centres 115 centers Location(s) Uttar Pradesh, Madhya Pradesh, Rajasthan, Punjab, Haryana, Gujarat, Chhattisgarh Delhi-NCR, Sectors Targeted Education and Skill Development Services Sector,(Nursery/Pre-primary and primary school teacher training ) for skilling trainees. Project Cost  Rs. 3,61,00,000 Sourcing Model 40% score in Std. 12 Following strategies are proposed for sourcing of students: Marketing at regional/state level will be undertaken centrally by VAG to create brand awareness , and will consist of advertisements on local radio & newspapers/periodicals. Marketing & awareness drives al local level will be the responsibility of franchisees and would include distribution of leaflets/pamphlets,  Installation of hoarding and holding of counseling events Proposal Summary ",VAG InfoTech Private Limited,VAG InfoTech Private Limited Implementing Agency VAG InfoTech Private Limited,115,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Punjab, Haryana, Gujarat, Chhattisgarh Delhi-NCR,","1,65,321"
140,Vidya Skills.pdf,60 lakh,"Retail, Automotive, Construction, Gems & Jewelry, Informal Sector (Security)","   1  Vidya Skills   Proposal Summary  Proposing Organization Care Educational and Welfare Society   Implementing Agency Care Educational and Welfare Society  No. of Trainees in 10 years 93,720 in 10 years  No. of Centres 20 centers  Location(s) Delhi, Maharashtra, Punjab, Rajasthan, Uttar Pradesh  Sectors Targeted Retail, Automotive, Construction, Gems & Jewelry, Informal Sector (Security)  Project Cost Rs. 60 lakh   Business Model Training fee from the candidates  Sourcing of trainees Target school dropouts, under-privileged candidates and current student pool who are at least 18 years old and have passed minimum 8th standard in school   Train mobilizers who will help the society to mobilizer candidates. Also conduct door-to-door promotions with the help of mobilizers.   Organize counselling sessions in schools and colleges. Also organize sabhas, nukkad nataks in under-privileged sections of the society to spread awareness regarding skill development programs ",1  Vidya Skills   Proposal Summary,Care Educational and Welfare Society   Implementing Agency Care Educational and Welfare Society,20,"Delhi, Maharashtra, Punjab, Rajasthan, Uttar Pradesh","93,720"
